Date;Hour;Temperature(°C);Humidity(%);Wind speed (m/s);Visibility (10m);Dew point temperature(°C);Solar Radiation (MJ/m2);Rainfall(mm);Snowfall (cm);Seasons;Holiday;Functioning Day;Rented Bike Count
26.01.2018;21;-141;36;18;1869;-259;0;0;3;Winter;No Holiday;Yes;130
26.01.2018;22;-146;40;18;1746;-252;0;0;3;Winter;No Holiday;Yes;108
26.01.2018;23;-144;38;27;1738;-256;0;0;3;Winter;No Holiday;Yes;89
27.01.2018;0;-15;42;12;1766;-25;0;0;3;Winter;No Holiday;Yes;80
27.01.2018;1;-151;43;8;1905;-249;0;0;3;Winter;No Holiday;Yes;94
27.01.2018;2;-153;43;6;1867;-25;0;0;3;Winter;No Holiday;Yes;75
27.01.2018;3;-153;43;8;1963;-25;0;0;3;Winter;No Holiday;Yes;41
27.01.2018;4;-153;47;8;1868;-24;0;0;3;Winter;No Holiday;Yes;36
27.01.2018;5;-154;45;8;2000;-246;0;0;3;Winter;No Holiday;Yes;25
27.01.2018;6;-153;47;7;1921;-24;0;0;3;Winter;No Holiday;Yes;33
27.01.2018;7;-157;53;13;1629;-231;0;0;3;Winter;No Holiday;Yes;57
27.01.2018;8;-159;58;9;1369;-222;0;0;3;Winter;No Holiday;Yes;84
27.01.2018;9;-151;49;11;1401;-234;2;0;3;Winter;No Holiday;Yes;105
27.01.2018;10;-123;35;6;1497;-246;6;0;3;Winter;No Holiday;Yes;96
27.01.2018;11;-96;33;11;1748;-229;9;0;3;Winter;No Holiday;Yes;125
27.01.2018;12;-77;32;25;1763;-215;113;0;3;Winter;No Holiday;Yes;145
27.01.2018;13;-66;27;21;1889;-225;124;0;3;Winter;No Holiday;Yes;189
27.01.2018;14;-41;25;2;1730;-212;12;0;2;Winter;No Holiday;Yes;193
27.01.2018;15;-37;26;22;1739;-204;104;0;0;Winter;No Holiday;Yes;192
27.01.2018;16;-37;25;26;1839;-209;74;0;0;Winter;No Holiday;Yes;195
27.01.2018;17;-46;26;19;2000;-212;39;0;0;Winter;No Holiday;Yes;207
27.01.2018;18;-66;31;3;1988;-209;6;0;0;Winter;No Holiday;Yes;162
27.01.2018;19;-71;33;2;1887;-206;0;0;0;Winter;No Holiday;Yes;122
27.01.2018;20;-76;36;17;1858;-201;0;0;0;Winter;No Holiday;Yes;117
27.01.2018;21;-79;35;26;1878;-207;0;0;0;Winter;No Holiday;Yes;103
27.01.2018;22;-78;43;23;1804;-182;0;0;0;Winter;No Holiday;Yes;114
27.01.2018;23;-76;42;12;1760;-183;0;0;0;Winter;No Holiday;Yes;103
28.01.2018;0;-75;36;23;1972;-20;0;0;0;Winter;No Holiday;Yes;125
28.01.2018;1;-75;45;24;1853;-174;0;0;0;Winter;No Holiday;Yes;103
28.01.2018;2;-78;51;19;1627;-161;0;0;0;Winter;No Holiday;Yes;72
28.01.2018;3;-77;49;18;1573;-165;0;0;0;Winter;No Holiday;Yes;67
28.01.2018;4;-76;37;16;1966;-198;0;0;0;Winter;No Holiday;Yes;38
28.01.2018;5;-75;33;15;2000;-21;0;0;0;Winter;No Holiday;Yes;21
28.01.2018;6;-78;35;19;2000;-206;0;0;0;Winter;No Holiday;Yes;30
28.01.2018;7;-8;39;19;2000;-195;0;0;0;Winter;No Holiday;Yes;42
28.01.2018;8;-81;43;17;1943;-185;0;0;0;Winter;No Holiday;Yes;72
28.01.2018;9;-78;41;18;1923;-187;17;0;0;Winter;No Holiday;Yes;104
28.01.2018;10;-59;35;19;1940;-189;53;0;0;Winter;No Holiday;Yes;111
28.01.2018;11;-46;27;26;1887;-208;85;0;0;Winter;No Holiday;Yes;145
28.01.2018;12;-35;26;25;1756;-202;107;0;0;Winter;No Holiday;Yes;189
28.01.2018;13;-24;22;25;1866;-212;116;0;0;Winter;No Holiday;Yes;206
28.01.2018;14;-15;20;3;1992;-216;109;0;0;Winter;No Holiday;Yes;225
28.01.2018;15;-19;23;43;2000;-203;7;0;0;Winter;No Holiday;Yes;217
28.01.2018;16;-21;27;4;2000;-186;52;0;0;Winter;No Holiday;Yes;187
28.01.2018;17;-38;32;52;2000;-181;25;0;0;Winter;No Holiday;Yes;178
28.01.2018;18;-49;35;37;2000;-18;4;0;0;Winter;No Holiday;Yes;157
28.01.2018;19;-6;31;36;2000;-204;0;0;0;Winter;No Holiday;Yes;134
28.01.2018;20;-7;30;28;2000;-216;0;0;0;Winter;No Holiday;Yes;113
28.01.2018;21;-73;34;35;2000;-205;0;0;0;Winter;No Holiday;Yes;106
28.01.2018;22;-79;40;25;1997;-191;0;0;0;Winter;No Holiday;Yes;105
28.01.2018;23;-87;42;21;1981;-193;0;0;0;Winter;No Holiday;Yes;81
29.01.2018;0;-93;45;7;1976;-19;0;0;0;Winter;No Holiday;Yes;80
29.01.2018;1;-98;47;13;1934;-19;0;0;0;Winter;No Holiday;Yes;62
29.01.2018;2;-102;47;9;1808;-193;0;0;0;Winter;No Holiday;Yes;49
29.01.2018;3;-98;43;28;1963;-20;0;0;0;Winter;No Holiday;Yes;27
29.01.2018;4;-99;45;25;1967;-196;0;0;0;Winter;No Holiday;Yes;26
29.01.2018;5;-104;47;1;1921;-195;0;0;0;Winter;No Holiday;Yes;50
29.01.2018;6;-109;43;1;1967;-21;0;0;0;Winter;No Holiday;Yes;94
29.01.2018;7;-111;37;16;2000;-229;0;0;0;Winter;No Holiday;Yes;231
29.01.2018;8;-115;38;1;1998;-23;1;0;0;Winter;No Holiday;Yes;450
29.01.2018;9;-108;34;29;1975;-236;17;0;0;Winter;No Holiday;Yes;217
29.01.2018;10;-95;28;37;1893;-246;59;0;0;Winter;No Holiday;Yes;135
29.01.2018;11;-81;24;36;1761;-251;91;0;0;Winter;No Holiday;Yes;166
29.01.2018;12;-73;23;38;1903;-249;117;0;0;Winter;No Holiday;Yes;186
29.01.2018;13;-69;23;46;1963;-246;128;0;0;Winter;No Holiday;Yes;166
29.01.2018;14;-57;23;45;1956;-235;125;0;0;Winter;No Holiday;Yes;168
29.01.2018;15;-52;27;45;1927;-213;106;0;0;Winter;No Holiday;Yes;177
29.01.2018;16;-55;28;43;1926;-211;78;0;0;Winter;No Holiday;Yes;195
29.01.2018;17;-57;30;36;1978;-205;4;0;0;Winter;No Holiday;Yes;239
29.01.2018;18;-66;34;25;2000;-198;6;0;0;Winter;No Holiday;Yes;438
29.01.2018;19;-71;40;32;2000;-184;0;0;0;Winter;No Holiday;Yes;282
29.01.2018;20;-74;41;38;2000;-184;0;0;0;Winter;No Holiday;Yes;197
29.01.2018;21;-77;42;29;1905;-184;0;0;0;Winter;No Holiday;Yes;182
29.01.2018;22;-88;40;3;1985;-199;0;0;0;Winter;No Holiday;Yes;172
29.01.2018;23;-94;41;16;2000;-202;0;0;0;Winter;No Holiday;Yes;99
30.01.2018;0;-10;34;11;2000;-229;0;0;0;Winter;No Holiday;Yes;108
30.01.2018;1;-104;37;3;2000;-223;0;0;0;Winter;No Holiday;Yes;129
30.01.2018;2;-106;40;1;2000;-216;0;0;0;Winter;No Holiday;Yes;84
30.01.2018;3;-107;42;14;2000;-211;0;0;0;Winter;No Holiday;Yes;54
30.01.2018;4;-111;50;12;1986;-194;0;0;0;Winter;No Holiday;Yes;33
30.01.2018;5;-113;53;16;1979;-19;0;0;0;Winter;No Holiday;Yes;47
30.01.2018;6;-112;53;9;2000;-189;0;0;0;Winter;No Holiday;Yes;94
30.01.2018;7;-113;57;9;1984;-181;0;0;0;Winter;No Holiday;Yes;214
30.01.2018;8;-111;61;7;1963;-171;1;0;0;Winter;No Holiday;Yes;491
30.01.2018;9;-99;49;8;1624;-186;2;0;0;Winter;No Holiday;Yes;254
30.01.2018;10;-75;42;9;1705;-182;55;0;0;Winter;No Holiday;Yes;170
30.01.2018;11;-45;29;13;1912;-198;79;0;0;Winter;No Holiday;Yes;220
30.01.2018;12;-32;32;27;1900;-175;101;0;0;Winter;No Holiday;Yes;253
30.01.2018;13;-13;35;2;1893;-148;118;0;0;Winter;No Holiday;Yes;225
30.01.2018;14;-11;46;21;1437;-112;72;0;0;Winter;No Holiday;Yes;238
30.01.2018;15;-16;55;25;1891;-94;64;0;0;Winter;No Holiday;Yes;173
30.01.2018;16;-22;76;17;233;-58;25;0;0;Winter;No Holiday;Yes;94
30.01.2018;17;-24;85;3;174;-45;6;0;6;Winter;No Holiday;Yes;53
30.01.2018;18;-23;91;4;202;-35;0;14;2;Winter;No Holiday;Yes;100
30.01.2018;19;-17;91;11;167;-29;0;0;3;Winter;No Holiday;Yes;59
30.01.2018;20;-15;91;17;270;-27;0;0;33;Winter;No Holiday;Yes;72
30.01.2018;21;-16;91;13;508;-28;0;15;35;Winter;No Holiday;Yes;60
30.01.2018;22;-17;85;12;1006;-38;0;0;35;Winter;No Holiday;Yes;73
30.01.2018;23;-17;83;1;1093;-42;0;0;35;Winter;No Holiday;Yes;62
31.01.2018;0;-17;83;8;1113;-42;0;0;35;Winter;No Holiday;Yes;69
31.01.2018;1;-16;81;11;1141;-44;0;0;35;Winter;No Holiday;Yes;96
31.01.2018;2;-16;80;14;1097;-46;0;0;35;Winter;No Holiday;Yes;60
31.01.2018;3;-22;83;1;977;-47;0;0;35;Winter;No Holiday;Yes;47
31.01.2018;4;-24;82;15;877;-5;0;0;35;Winter;No Holiday;Yes;34
31.01.2018;5;-28;83;6;946;-52;0;0;35;Winter;No Holiday;Yes;34
31.01.2018;6;-31;80;7;1215;-6;0;0;35;Winter;No Holiday;Yes;63
31.01.2018;7;-35;83;16;953;-59;0;0;35;Winter;No Holiday;Yes;124
31.01.2018;8;-36;83;17;915;-6;0;0;35;Winter;No Holiday;Yes;273
31.01.2018;9;-33;77;12;916;-67;1;0;34;Winter;No Holiday;Yes;137
31.01.2018;10;-23;63;17;1286;-84;22;0;32;Winter;No Holiday;Yes;102
31.01.2018;11;-15;46;25;1906;-116;56;0;3;Winter;No Holiday;Yes;144
31.01.2018;12;-1;35;27;1921;-145;64;0;3;Winter;No Holiday;Yes;160
31.01.2018;13;-8;39;26;1853;-13;54;0;28;Winter;No Holiday;Yes;171
31.01.2018;14;-7;33;27;1984;-15;56;0;25;Winter;No Holiday;Yes;156
31.01.2018;15;-5;30;23;1997;-159;45;0;22;Winter;No Holiday;Yes;214
31.01.2018;16;-1;29;16;2000;-16;5;0;18;Winter;No Holiday;Yes;216
31.01.2018;17;-9;34;28;2000;-148;28;0;18;Winter;No Holiday;Yes;279
31.01.2018;18;-18;35;21;2000;-152;5;0;16;Winter;No Holiday;Yes;403
31.01.2018;19;-22;36;22;2000;-152;0;0;16;Winter;No Holiday;Yes;270
31.01.2018;20;-26;36;31;2000;-156;0;0;16;Winter;No Holiday;Yes;229
31.01.2018;21;-34;40;9;2000;-15;0;0;16;Winter;No Holiday;Yes;229
31.01.2018;22;-42;48;1;2000;-135;0;0;16;Winter;No Holiday;Yes;188
31.01.2018;23;-47;53;13;2000;-128;0;0;16;Winter;No Holiday;Yes;132
1.02.2018;0;-52;56;14;1996;-126;0;0;16;Winter;No Holiday;Yes;122
1.02.2018;1;-54;54;17;1996;-132;0;0;16;Winter;No Holiday;Yes;149
1.02.2018;2;-55;53;21;1980;-135;0;0;16;Winter;No Holiday;Yes;103
1.02.2018;3;-62;57;16;1874;-133;0;0;16;Winter;No Holiday;Yes;81
1.02.2018;4;-71;56;18;1841;-144;0;0;16;Winter;No Holiday;Yes;37
1.02.2018;5;-78;65;23;1737;-132;0;0;16;Winter;No Holiday;Yes;51
1.02.2018;6;-81;59;7;1915;-147;0;0;16;Winter;No Holiday;Yes;95
1.02.2018;7;-87;64;5;1972;-142;0;0;16;Winter;No Holiday;Yes;244
1.02.2018;8;-86;59;1;1948;-151;1;0;16;Winter;No Holiday;Yes;459
1.02.2018;9;-79;50;6;1805;-165;23;0;16;Winter;No Holiday;Yes;259
1.02.2018;10;-5;41;5;1799;-162;64;0;15;Winter;No Holiday;Yes;168
1.02.2018;11;-26;33;15;1830;-166;95;0;14;Winter;No Holiday;Yes;194
1.02.2018;12;-11;31;13;1869;-161;12;0;13;Winter;No Holiday;Yes;240
1.02.2018;13;3;28;31;1988;-161;13;0;1;Winter;No Holiday;Yes;233
1.02.2018;14;8;23;32;2000;-18;129;0;5;Winter;No Holiday;Yes;256
1.02.2018;15;7;25;3;1987;-171;112;0;0;Winter;No Holiday;Yes;293
1.02.2018;16;11;26;21;1957;-163;82;0;0;Winter;No Holiday;Yes;268
1.02.2018;17;3;26;24;1977;-17;45;0;0;Winter;No Holiday;Yes;341
1.02.2018;18;-1;28;19;2000;-172;8;0;0;Winter;No Holiday;Yes;542
1.02.2018;19;-18;32;15;2000;-163;0;0;0;Winter;No Holiday;Yes;344
1.02.2018;20;-24;36;1;2000;-154;0;0;0;Winter;No Holiday;Yes;263
1.02.2018;21;-32;47;18;1917;-129;0;0;0;Winter;No Holiday;Yes;257
1.02.2018;22;-39;52;12;1871;-123;0;0;0;Winter;No Holiday;Yes;235
1.02.2018;23;-45;55;4;1908;-121;0;0;0;Winter;No Holiday;Yes;143
2.02.2018;0;-49;56;11;1982;-123;0;0;0;Winter;No Holiday;Yes;138
2.02.2018;1;-52;56;9;1973;-126;0;0;0;Winter;No Holiday;Yes;159
2.02.2018;2;-57;59;3;1951;-124;0;0;0;Winter;No Holiday;Yes;102
2.02.2018;3;-63;63;9;1425;-122;0;0;0;Winter;No Holiday;Yes;65
2.02.2018;4;-67;65;11;1705;-121;0;0;0;Winter;No Holiday;Yes;47
2.02.2018;5;-68;61;2;1724;-13;0;0;0;Winter;No Holiday;Yes;48
2.02.2018;6;-7;62;13;1830;-13;0;0;0;Winter;No Holiday;Yes;115
2.02.2018;7;-74;62;15;1909;-134;0;0;0;Winter;No Holiday;Yes;267
2.02.2018;8;-74;58;22;1882;-142;1;0;0;Winter;No Holiday;Yes;558
2.02.2018;9;-65;54;12;1541;-142;22;0;0;Winter;No Holiday;Yes;280
2.02.2018;10;-41;43;12;1187;-148;59;0;0;Winter;No Holiday;Yes;187
2.02.2018;11;-14;37;1;1317;-142;91;0;0;Winter;No Holiday;Yes;234
2.02.2018;12;9;37;15;1283;-121;112;0;0;Winter;No Holiday;Yes;303
2.02.2018;13;16;29;22;1662;-145;12;0;0;Winter;No Holiday;Yes;294
2.02.2018;14;32;26;22;1499;-145;116;0;0;Winter;No Holiday;Yes;293
2.02.2018;15;36;26;24;1687;-141;99;0;0;Winter;No Holiday;Yes;310
2.02.2018;16;29;26;3;1968;-147;69;0;0;Winter;No Holiday;Yes;330
2.02.2018;17;2;25;23;1998;-16;34;0;0;Winter;No Holiday;Yes;382
2.02.2018;18;5;37;3;1733;-125;6;0;0;Winter;No Holiday;Yes;592
2.02.2018;19;-5;43;25;1666;-115;0;0;0;Winter;No Holiday;Yes;379
2.02.2018;20;-13;51;24;1481;-101;0;0;0;Winter;No Holiday;Yes;241
2.02.2018;21;-2;61;17;1655;-85;0;0;0;Winter;No Holiday;Yes;225
2.02.2018;22;-24;63;13;1523;-84;0;0;0;Winter;No Holiday;Yes;227
2.02.2018;23;-26;69;2;1434;-75;0;0;0;Winter;No Holiday;Yes;178
3.02.2018;0;-25;69;22;1366;-74;0;0;0;Winter;No Holiday;Yes;182
3.02.2018;1;-23;71;32;1078;-68;0;0;0;Winter;No Holiday;Yes;184
3.02.2018;2;-34;82;42;184;-6;0;0;0;Winter;No Holiday;Yes;123
3.02.2018;3;-44;80;43;346;-73;0;1;1;Winter;No Holiday;Yes;60
3.02.2018;4;-56;74;4;387;-95;0;0;2;Winter;No Holiday;Yes;35
3.02.2018;5;-63;65;39;1521;-118;0;0;3;Winter;No Holiday;Yes;31
3.02.2018;6;-78;57;48;1867;-148;0;4;3;Winter;No Holiday;Yes;33
3.02.2018;7;-88;58;4;1942;-155;0;0;3;Winter;No Holiday;Yes;67
3.02.2018;8;-95;56;35;1979;-166;1;0;3;Winter;No Holiday;Yes;116
3.02.2018;9;-94;47;33;1995;-186;42;0;3;Winter;No Holiday;Yes;168
3.02.2018;10;-85;43;4;1797;-188;109;0;2;Winter;No Holiday;Yes;144
3.02.2018;11;-77;41;46;1984;-187;165;0;2;Winter;No Holiday;Yes;195
3.02.2018;12;-6;38;34;1930;-18;204;0;0;Winter;No Holiday;Yes;192
3.02.2018;13;-58;38;37;1961;-178;225;0;0;Winter;No Holiday;Yes;229
3.02.2018;14;-5;31;4;2000;-195;218;0;0;Winter;No Holiday;Yes;196
3.02.2018;15;-45;31;43;1979;-191;191;0;0;Winter;No Holiday;Yes;210
3.02.2018;16;-42;31;35;1974;-188;142;0;0;Winter;No Holiday;Yes;205
3.02.2018;17;-56;32;46;2000;-197;53;0;0;Winter;No Holiday;Yes;211
3.02.2018;18;-66;36;44;2000;-192;15;0;0;Winter;No Holiday;Yes;175
3.02.2018;19;-76;32;48;2000;-214;0;0;0;Winter;No Holiday;Yes;135
3.02.2018;20;-85;31;41;2000;-226;0;0;0;Winter;No Holiday;Yes;109
3.02.2018;21;-91;38;27;2000;-208;0;0;0;Winter;No Holiday;Yes;107
3.02.2018;22;-97;45;3;2000;-194;0;0;0;Winter;No Holiday;Yes;92
3.02.2018;23;-10;48;26;2000;-189;0;0;0;Winter;No Holiday;Yes;91
4.02.2018;0;-104;49;24;2000;-19;0;0;0;Winter;No Holiday;Yes;98
4.02.2018;1;-105;48;31;2000;-194;0;0;0;Winter;No Holiday;Yes;90
4.02.2018;2;-105;49;2;2000;-191;0;0;0;Winter;No Holiday;Yes;60
4.02.2018;3;-106;47;37;2000;-197;0;0;0;Winter;No Holiday;Yes;54
4.02.2018;4;-112;47;23;2000;-203;0;0;0;Winter;No Holiday;Yes;35
4.02.2018;5;-115;51;33;1996;-196;0;0;0;Winter;No Holiday;Yes;21
4.02.2018;6;-118;54;24;1917;-192;0;0;0;Winter;No Holiday;Yes;23
4.02.2018;7;-124;54;25;1790;-198;0;0;0;Winter;No Holiday;Yes;34
4.02.2018;8;-128;56;24;1507;-197;2;0;0;Winter;No Holiday;Yes;70
4.02.2018;9;-124;51;38;1415;-204;38;0;0;Winter;No Holiday;Yes;97
4.02.2018;10;-112;43;35;1359;-213;104;0;0;Winter;No Holiday;Yes;103
4.02.2018;11;-97;37;28;1436;-216;157;0;0;Winter;No Holiday;Yes;115
4.02.2018;12;-83;32;18;1295;-221;199;0;0;Winter;No Holiday;Yes;165
4.02.2018;13;-83;34;4;1561;-214;222;0;0;Winter;No Holiday;Yes;152
4.02.2018;14;-74;33;4;1713;-209;217;0;0;Winter;No Holiday;Yes;177
4.02.2018;15;-64;30;49;1939;-211;189;0;0;Winter;No Holiday;Yes;190
4.02.2018;16;-54;29;36;1979;-206;14;0;0;Winter;No Holiday;Yes;181
4.02.2018;17;-59;27;36;1974;-219;81;0;0;Winter;No Holiday;Yes;184
4.02.2018;18;-7;26;41;2000;-233;16;0;0;Winter;No Holiday;Yes;154
4.02.2018;19;-77;31;33;2000;-219;0;0;0;Winter;No Holiday;Yes;124
4.02.2018;20;-82;28;35;2000;-235;0;0;0;Winter;No Holiday;Yes;98
4.02.2018;21;-89;35;32;2000;-216;0;0;0;Winter;No Holiday;Yes;107
4.02.2018;22;-97;45;13;2000;-194;0;0;0;Winter;No Holiday;Yes;78
4.02.2018;23;-103;48;2;2000;-192;0;0;0;Winter;No Holiday;Yes;77
5.02.2018;0;-105;52;24;2000;-184;0;0;0;Winter;No Holiday;Yes;82
5.02.2018;1;-112;54;1;2000;-186;0;0;0;Winter;No Holiday;Yes;52
5.02.2018;2;-112;55;15;2000;-184;0;0;0;Winter;No Holiday;Yes;39
5.02.2018;3;-113;54;6;2000;-187;0;0;0;Winter;No Holiday;Yes;33
5.02.2018;4;-117;51;12;2000;-198;0;0;0;Winter;No Holiday;Yes;20
5.02.2018;5;-116;45;24;2000;-211;0;0;0;Winter;No Holiday;Yes;37
5.02.2018;6;-115;40;23;2000;-224;0;0;0;Winter;No Holiday;Yes;110
5.02.2018;7;-116;44;16;2000;-214;0;0;0;Winter;No Holiday;Yes;227
5.02.2018;8;-115;40;28;2000;-224;2;0;0;Winter;No Holiday;Yes;433
5.02.2018;9;-111;38;24;1945;-226;43;0;0;Winter;No Holiday;Yes;216
5.02.2018;10;-96;32;37;2000;-232;114;0;0;Winter;No Holiday;Yes;123
5.02.2018;11;-85;27;47;1894;-242;173;0;0;Winter;No Holiday;Yes;156
5.02.2018;12;-78;28;41;2000;-231;212;0;0;Winter;No Holiday;Yes;157
5.02.2018;13;-7;25;42;1999;-237;229;0;0;Winter;No Holiday;Yes;169
5.02.2018;14;-64;24;46;1970;-237;223;0;0;Winter;No Holiday;Yes;170
5.02.2018;15;-57;25;44;1995;-226;194;0;0;Winter;No Holiday;Yes;169
5.02.2018;16;-54;25;34;1985;-223;144;0;0;Winter;No Holiday;Yes;199
5.02.2018;17;-64;28;45;2000;-219;81;0;0;Winter;No Holiday;Yes;225
5.02.2018;18;-76;29;35;2000;-226;16;0;0;Winter;No Holiday;Yes;388
5.02.2018;19;-83;29;41;2000;-232;0;0;0;Winter;No Holiday;Yes;246
5.02.2018;20;-91;35;38;2000;-217;0;0;0;Winter;No Holiday;Yes;206
5.02.2018;21;-98;41;39;1949;-206;0;0;0;Winter;No Holiday;Yes;177
5.02.2018;22;-103;43;37;1876;-205;0;0;0;Winter;No Holiday;Yes;183
5.02.2018;23;-105;47;28;1794;-196;0;0;0;Winter;No Holiday;Yes;115
6.02.2018;0;-106;47;35;1803;-197;0;0;0;Winter;No Holiday;Yes;126
6.02.2018;1;-109;36;33;2000;-23;0;0;0;Winter;No Holiday;Yes;87
6.02.2018;2;-112;36;29;1981;-233;0;0;0;Winter;No Holiday;Yes;59
6.02.2018;3;-116;35;32;1992;-24;0;0;0;Winter;No Holiday;Yes;36
6.02.2018;4;-12;36;27;1998;-24;0;0;0;Winter;No Holiday;Yes;32
6.02.2018;5;-123;37;29;2000;-24;0;0;0;Winter;No Holiday;Yes;40
6.02.2018;6;-125;40;34;1991;-233;0;0;0;Winter;No Holiday;Yes;94
6.02.2018;7;-127;41;37;1982;-232;0;0;0;Winter;No Holiday;Yes;213
6.02.2018;8;-127;41;31;2000;-232;2;0;0;Winter;No Holiday;Yes;438
6.02.2018;9;-123;39;37;1984;-234;45;0;0;Winter;No Holiday;Yes;217
6.02.2018;10;-113;35;42;1848;-237;115;0;0;Winter;No Holiday;Yes;128
6.02.2018;11;-99;32;33;1863;-235;172;0;0;Winter;No Holiday;Yes;175
6.02.2018;12;-82;31;27;1858;-223;209;0;0;Winter;No Holiday;Yes;172
6.02.2018;13;-75;28;43;1904;-229;23;0;0;Winter;No Holiday;Yes;165
6.02.2018;14;-7;26;44;1986;-233;224;0;0;Winter;No Holiday;Yes;147
6.02.2018;15;-59;25;31;1936;-228;193;0;0;Winter;No Holiday;Yes;171
6.02.2018;16;-59;24;35;2000;-232;144;0;0;Winter;No Holiday;Yes;175
6.02.2018;17;-66;29;25;2000;-217;68;0;0;Winter;No Holiday;Yes;227
6.02.2018;18;-76;36;33;2000;-201;11;0;0;Winter;No Holiday;Yes;392
6.02.2018;19;-84;37;4;2000;-205;0;0;0;Winter;No Holiday;Yes;251
6.02.2018;20;-96;34;26;2000;-225;0;0;0;Winter;No Holiday;Yes;193
6.02.2018;21;-106;39;31;2000;-219;0;0;0;Winter;No Holiday;Yes;175
6.02.2018;22;-111;43;18;1960;-212;0;0;0;Winter;No Holiday;Yes;169
6.02.2018;23;-118;46;11;1860;-211;0;0;0;Winter;No Holiday;Yes;106
7.02.2018;0;-123;47;4;1848;-213;0;0;0;Winter;No Holiday;Yes;116
7.02.2018;1;-123;47;19;1837;-213;0;0;0;Winter;No Holiday;Yes;96
7.02.2018;2;-125;50;1;1722;-208;0;0;0;Winter;No Holiday;Yes;83
7.02.2018;3;-125;49;15;1885;-21;0;0;0;Winter;No Holiday;Yes;51
7.02.2018;4;-131;54;7;1369;-204;0;0;0;Winter;No Holiday;Yes;34
7.02.2018;5;-13;53;7;1810;-205;0;0;0;Winter;No Holiday;Yes;45
7.02.2018;6;-132;50;5;1873;-214;0;0;0;Winter;No Holiday;Yes;92
7.02.2018;7;-132;56;9;1665;-201;0;0;0;Winter;No Holiday;Yes;214
7.02.2018;8;-133;60;6;1598;-194;2;0;0;Winter;No Holiday;Yes;469
7.02.2018;9;-12;50;13;1523;-203;43;0;0;Winter;No Holiday;Yes;237
7.02.2018;10;-96;39;7;1580;-21;106;0;0;Winter;No Holiday;Yes;155
7.02.2018;11;-7;28;33;1829;-224;156;0;0;Winter;No Holiday;Yes;176
7.02.2018;12;-6;24;26;1964;-233;197;0;0;Winter;No Holiday;Yes;188
7.02.2018;13;-45;23;26;1937;-225;212;0;0;Winter;No Holiday;Yes;228
7.02.2018;14;-35;20;15;1976;-232;202;0;0;Winter;No Holiday;Yes;199
7.02.2018;15;-21;20;23;1961;-221;187;0;0;Winter;No Holiday;Yes;221
7.02.2018;16;-17;18;2;1919;-229;141;0;0;Winter;No Holiday;Yes;240
7.02.2018;17;-23;20;22;1994;-222;77;0;0;Winter;No Holiday;Yes;320
7.02.2018;18;-4;27;25;2000;-202;16;0;0;Winter;No Holiday;Yes;448
7.02.2018;19;-52;33;26;2000;-19;0;0;0;Winter;No Holiday;Yes;280
7.02.2018;20;-58;44;21;1994;-161;0;0;0;Winter;No Holiday;Yes;218
7.02.2018;21;-63;48;22;1965;-155;0;0;0;Winter;No Holiday;Yes;223
7.02.2018;22;-68;50;17;1856;-155;0;0;0;Winter;No Holiday;Yes;200
7.02.2018;23;-76;50;1;1839;-162;0;0;0;Winter;No Holiday;Yes;164
8.02.2018;0;-82;50;11;1850;-168;0;0;0;Winter;No Holiday;Yes;136
8.02.2018;1;-85;60;12;1908;-148;0;0;0;Winter;No Holiday;Yes;126
8.02.2018;2;-83;65;4;1750;-137;0;0;0;Winter;No Holiday;Yes;103
8.02.2018;3;-86;64;9;1754;-141;0;0;0;Winter;No Holiday;Yes;57
8.02.2018;4;-9;54;6;1833;-166;0;0;0;Winter;No Holiday;Yes;46
8.02.2018;5;-9;56;4;1678;-161;0;0;0;Winter;No Holiday;Yes;39
8.02.2018;6;-93;61;7;1684;-154;0;0;0;Winter;No Holiday;Yes;99
8.02.2018;7;-96;67;1;1503;-145;0;0;0;Winter;No Holiday;Yes;255
8.02.2018;8;-97;65;8;1508;-15;2;0;0;Winter;No Holiday;Yes;507
8.02.2018;9;-85;55;1;1482;-159;4;0;0;Winter;No Holiday;Yes;270
8.02.2018;10;-63;46;13;1346;-16;101;0;0;Winter;No Holiday;Yes;160
8.02.2018;11;-31;39;12;1495;-151;154;0;0;Winter;No Holiday;Yes;217
8.02.2018;12;-15;35;12;1551;-15;19;0;0;Winter;No Holiday;Yes;253
8.02.2018;13;3;30;14;1697;-152;211;0;0;Winter;No Holiday;Yes;270
8.02.2018;14;9;25;24;1730;-169;209;0;0;Winter;No Holiday;Yes;253
8.02.2018;15;14;25;22;1686;-165;181;0;0;Winter;No Holiday;Yes;286
8.02.2018;16;2;25;23;1755;-16;13;0;0;Winter;No Holiday;Yes;284
8.02.2018;17;15;24;19;1788;-169;72;0;0;Winter;No Holiday;Yes;337
8.02.2018;18;-5;26;17;1999;-177;15;0;0;Winter;No Holiday;Yes;564
8.02.2018;19;-18;35;14;1558;-152;0;0;0;Winter;No Holiday;Yes;378
8.02.2018;20;-28;40;15;1593;-145;0;0;0;Winter;No Holiday;Yes;277
8.02.2018;21;-33;42;11;1596;-144;0;0;0;Winter;No Holiday;Yes;268
8.02.2018;22;-39;41;4;1462;-152;0;0;0;Winter;No Holiday;Yes;233
8.02.2018;23;-43;44;7;1247;-147;0;0;0;Winter;No Holiday;Yes;195
9.02.2018;0;-46;38;1;1551;-167;0;0;0;Winter;No Holiday;Yes;178
